,actual,cleared,data_year,offense,ori,state_abbr,agency_name,county_name
0,13,5,2017,aggravated-assault,NJ0012100,NJ,Somers Point Police Department,ATLANTIC
1,2,2,2017,aggravated-assault,NJ0012200,NJ,Ventnor City Police Department,ATLANTIC
2,0,0,2017,aggravated-assault,NJ0012400,NJ,Stockton University,ATLANTIC
3,28,11,2017,aggravated-assault,NJ001SP00,NJ,State Police: Atlantic County,ATLANTIC
4,3,2,2017,aggravated-assault,NJ0020000,NJ,Bergen County Sheriff's Office,BERGEN
5,0,0,2017,aggravated-assault,NJ0020100,NJ,Allendale Police Department,BERGEN
6,0,0,2017,aggravated-assault,NJ0020200,NJ,Alpine Police Department,BERGEN
7,0,0,2017,aggravated-assault,NJ0020300,NJ,Bergenfield Police Department,BERGEN
8,0,0,2017,aggravated-assault,NJ0020400,NJ,Bogota Police Department,BERGEN
9,9,6,2017,aggravated-assault,NJ0020500,NJ,Carlstadt Police Department,BERGEN
10,12,12,2017,aggravated-assault,NJ0020600,NJ,Cliffside Park Police Department,BERGEN
11,0,0,2017,aggravated-assault,NJ0020700,NJ,Closter Police Department,BERGEN
12,2,1,2017,aggravated-assault,NJ0020800,NJ,Cresskill Police Department,BERGEN
13,1,1,2017,aggravated-assault,NJ0020900,NJ,Demarest Police Department,BERGEN
14,3,2,2017,aggravated-assault,NJ0021000,NJ,Dumont Police Department,BERGEN
15,6,5,2017,aggravated-assault,NJ0021100,NJ,Elmwood Park Police Department,BERGEN
16,10,8,2017,aggravated-assault,NJ0021200,NJ,East Rutherford Police Department,BERGEN
17,6,6,2017,aggravated-assault,NJ0021300,NJ,Edgewater Police Department,BERGEN
18,2,2,2017,aggravated-assault,NJ0021400,NJ,Emerson Police Department,BERGEN
19,38,20,2017,aggravated-assault,NJ0021500,NJ,Englewood Police Department,BERGEN
20,3,3,2017,aggravated-assault,NJ0023500,NJ,Midland Park Police Department,BERGEN
21,0,0,2017,aggravated-assault,NJ0023600,NJ,Montvale Police Department,BERGEN
22,1,0,2017,aggravated-assault,NJ0023700,NJ,Moonachie Police Department,BERGEN
23,0,0,2017,aggravated-assault,NJ0023800,NJ,New Milford Police Department,BERGEN
24,10,7,2017,aggravated-assault,NJ0023900,NJ,North Arlington Police Department,BERGEN
25,0,0,2017,aggravated-assault,NJ0024000,NJ,Northvale Police Department,BERGEN
26,0,0,2017,aggravated-assault,NJ0024100,NJ,Norwood Police Department,BERGEN
27,7,6,2017,aggravated-assault,NJ0024200,NJ,Oakland Police Department,BERGEN
28,0,0,2017,aggravated-assault,NJ0024300,NJ,Old Tappan Police Department,BERGEN
29,1,1,2017,aggravated-assault,NJ0024400,NJ,Oradell Police Department,BERGEN
30,9,8,2017,aggravated-assault,NJ0024500,NJ,Palisades Park Police Department,BERGEN
31,6,5,2017,aggravated-assault,NJ0024600,NJ,Paramus Police Department,BERGEN
32,1,0,2017,aggravated-assault,NJ0024700,NJ,Park Ridge Police Department,BERGEN
33,3,3,2017,aggravated-assault,NJ0024800,NJ,Ramsey Police Department,BERGEN
34,1,1,2017,aggravated-assault,NJ0024900,NJ,Ridgefield Police Department,BERGEN
35,7,8,2017,aggravated-assault,NJ0025000,NJ,Ridgefield Park Police Department,BERGEN
36,4,2,2017,aggravated-assault,NJ0025100,NJ,Ridgewood Police Department,BERGEN
37,0,0,2017,aggravated-assault,NJ0025200,NJ,River Edge Police Department,BERGEN
38,0,0,2017,aggravated-assault,NJ0025300,NJ,River Vale Township Police Department,BERGEN
39,1,0,2017,aggravated-assault,NJ0025400,NJ,Rochelle Park Township Police Department,BERGEN
40,16,11,2017,aggravated-assault,NJ0032500,NJ,Mount Laurel Township Police Department,BURLINGTON
41,0,0,2017,aggravated-assault,NJ0032600,NJ,New Hanover Township Police Department,BURLINGTON
42,3,3,2017,aggravated-assault,NJ0032700,NJ,North Hanover Township Police Department,BURLINGTON
43,7,5,2017,aggravated-assault,NJ0032800,NJ,Palmyra Police Department,BURLINGTON
44,1,1,2017,aggravated-assault,NJ0032900,NJ,Pemberton Police Department,BURLINGTON
45,73,25,2017,aggravated-assault,NJ0033000,NJ,Pemberton Township Police Department,BURLINGTON
46,9,9,2017,aggravated-assault,NJ0033100,NJ,Riverside Township Police Department,BURLINGTON
47,0,0,2017,aggravated-assault,NJ0033200,NJ,Riverton Police Department,BURLINGTON
48,0,0,2017,aggravated-assault,NJ0033500,NJ,Springfield Township Police Department,BURLINGTON
49,10,5,2017,aggravated-assault,NJ0033800,NJ,Westampton Township Police Department,BURLINGTON
50,21,9,2017,aggravated-assault,NJ003SP00,NJ,State Police: Burlington County,BURLINGTON
51,1,1,2017,aggravated-assault,NJ0040000,NJ,Camden County Sheriff's Office,CAMDEN
52,3,3,2017,aggravated-assault,NJ0040100,NJ,Audubon Police Department,CAMDEN
53,0,0,2017,aggravated-assault,NJ0040200,NJ,Audubon Park Police Department,CAMDEN
54,2,1,2017,aggravated-assault,NJ0040300,NJ,Barrington Police Department,CAMDEN
55,3,1,2017,aggravated-assault,NJ0040400,NJ,Bellmawr Police Department,CAMDEN
56,9,7,2017,aggravated-assault,NJ0040500,NJ,Berlin Police Department,CAMDEN
57,5,3,2017,aggravated-assault,NJ0040600,NJ,Berlin Township Police Department,CAMDEN
58,9,9,2017,aggravated-assault,NJ0040700,NJ,Brooklawn Police Department,CAMDEN
59,954,421,2017,aggravated-assault,NJ0040800,NJ,Camden County Police Department,CAMDEN
60,140,69,2017,aggravated-assault,NJ0070900,NJ,Irvington Police Department,ESSEX
61,3,2,2017,aggravated-assault,NJ0071000,NJ,Livingston Township Police Department,ESSEX
62,14,11,2017,aggravated-assault,NJ0071100,NJ,Maplewood Township Police Department,ESSEX
63,0,0,2017,aggravated-assault,NJ0071200,NJ,Millburn Township Police Department,ESSEX
64,29,21,2017,aggravated-assault,NJ0071300,NJ,Montclair Police Department,ESSEX
65,2,1,2017,aggravated-assault,NJ0071500,NJ,North Caldwell Police Department,ESSEX
66,12,8,2017,aggravated-assault,NJ0071600,NJ,Nutley Township Police Department,ESSEX
67,81,34,2017,aggravated-assault,NJ0071700,NJ,Orange Police Department,ESSEX
68,1,1,2017,aggravated-assault,NJ0071800,NJ,Roseland Police Department,ESSEX
69,9,9,2017,aggravated-assault,NJ0071900,NJ,South Orange Police Department,ESSEX
70,3,2,2017,aggravated-assault,NJ0072000,NJ,Verona Police Department,ESSEX
71,6,5,2017,aggravated-assault,NJ0072100,NJ,West Caldwell Township Police Department,ESSEX
72,52,43,2017,aggravated-assault,NJ0072200,NJ,West Orange Police Department,ESSEX
73,1,1,2017,aggravated-assault,NJ0072700,NJ,New Jersey Institute of Technology,ESSEX
74,2,2,2017,aggravated-assault,NJ0072800,NJ,Montclair State University,ESSEX
75,5,5,2017,aggravated-assault,NJ0073000,NJ,Rutgers University: Newark,ESSEX
76,2,2,2017,aggravated-assault,NJ0073100,NJ,Essex County College,ESSEX
77,24,21,2017,aggravated-assault,NJ0073200,NJ,New Jersey Transit Police,N/A
78,9,3,2017,aggravated-assault,NJ007SP00,NJ,State Police: Essex County,ESSEX
79,1,0,2017,aggravated-assault,NJ0080000,NJ,Gloucester County Sheriff's Office,GLOUCESTER
80,22,14,2017,aggravated-assault,NJ0120100,NJ,Carteret Police Department,MIDDLESEX
81,0,0,2017,aggravated-assault,NJ0120200,NJ,Cranbury Township Police Department,MIDDLESEX
82,4,4,2017,aggravated-assault,NJ0120300,NJ,Dunellen Police Department,MIDDLESEX
83,13,10,2017,aggravated-assault,NJ0120400,NJ,East Brunswick Township Police Department,MIDDLESEX
84,58,37,2017,aggravated-assault,NJ0120500,NJ,Edison Township Police Department,MIDDLESEX
85,1,1,2017,aggravated-assault,NJ0120600,NJ,Helmetta Police Department,MIDDLESEX
86,3,2,2017,aggravated-assault,NJ0120700,NJ,Highland Park Police Department,MIDDLESEX
87,5,4,2017,aggravated-assault,NJ0120800,NJ,Jamesburg Police Department,MIDDLESEX
88,31,20,2017,aggravated-assault,NJ0120900,NJ,Old Bridge Township Police Department,MIDDLESEX
89,6,4,2017,aggravated-assault,NJ0121000,NJ,Metuchen Police Department,MIDDLESEX
90,3,3,2017,aggravated-assault,NJ0121100,NJ,Middlesex Police Department,MIDDLESEX
91,3,2,2017,aggravated-assault,NJ0121200,NJ,Milltown Police Department,MIDDLESEX
92,3,3,2017,aggravated-assault,NJ0121300,NJ,"Monroe Township, Middlesex County Police Department",MIDDLESEX
93,143,50,2017,aggravated-assault,NJ0121400,NJ,New Brunswick Police Department,MIDDLESEX
94,25,18,2017,aggravated-assault,NJ0121500,NJ,North Brunswick Township Police Department,MIDDLESEX
95,108,70,2017,aggravated-assault,NJ0121600,NJ,Perth Amboy Police Department,MIDDLESEX
96,27,16,2017,aggravated-assault,NJ0121700,NJ,Piscataway Township Police Department,MIDDLESEX
97,8,6,2017,aggravated-assault,NJ0121800,NJ,Plainsboro Township Police Department,MIDDLESEX
98,18,9,2017,aggravated-assault,NJ0121900,NJ,Sayreville Police Department,MIDDLESEX
99,0,0,2017,aggravated-assault,NJ0122000,NJ,South Amboy Police Department,MIDDLESEX
100,3,2,2017,aggravated-assault,NJ014SP00,NJ,State Police: Morris County,MORRIS
101,0,0,2017,aggravated-assault,NJ0150000,NJ,Ocean County Sheriff's Office,OCEAN
102,1,0,2017,aggravated-assault,NJ0150100,NJ,Barnegat Light Police Department,OCEAN
103,0,0,2017,aggravated-assault,NJ0150200,NJ,Bay Head Police Department,OCEAN
104,1,1,2017,aggravated-assault,NJ0150300,NJ,Beach Haven Police Department,OCEAN
105,1,1,2017,aggravated-assault,NJ0150400,NJ,Beachwood Police Department,OCEAN
106,9,4,2017,aggravated-assault,NJ0150500,NJ,Berkeley Township Police Department,OCEAN
107,58,53,2017,aggravated-assault,NJ0150600,NJ,Brick Township Police Department,OCEAN
108,32,18,2017,aggravated-assault,NJ0150700,NJ,Toms River Township Police Department,OCEAN
109,1,1,2017,aggravated-assault,NJ0150900,NJ,Harvey Cedars Police Department,OCEAN
110,0,0,2017,aggravated-assault,NJ0151000,NJ,Island Heights Police Department,OCEAN
111,14,6,2017,aggravated-assault,NJ0151100,NJ,Jackson Township Police Department,OCEAN
112,14,11,2017,aggravated-assault,NJ0151200,NJ,Lacey Township Police Department,OCEAN
113,0,0,2017,aggravated-assault,NJ0151300,NJ,Lakehurst Police Department,OCEAN
114,60,47,2017,aggravated-assault,NJ0151400,NJ,Lakewood Township Police Department,OCEAN
115,0,0,2017,aggravated-assault,NJ0151500,NJ,Lavallette Police Department,OCEAN
116,2,2,2017,aggravated-assault,NJ0151600,NJ,Little Egg Harbor Township Police Department,OCEAN
117,2,0,2017,aggravated-assault,NJ0151700,NJ,Long Beach Township Police Department,OCEAN
118,9,5,2017,aggravated-assault,NJ0151800,NJ,Manchester Township Police Department,OCEAN
119,0,0,2017,aggravated-assault,NJ0151900,NJ,Mantoloking Police Department,OCEAN
120,1,0,2017,aggravated-assault,NJ0010000,NJ,Atlantic County Sheriff's Office,ATLANTIC
121,3,3,2017,aggravated-assault,NJ0010100,NJ,Absecon Police Department,ATLANTIC
122,161,44,2017,aggravated-assault,NJ0010200,NJ,Atlantic City Police Department,ATLANTIC
123,2,2,2017,aggravated-assault,NJ0010300,NJ,Brigantine Police Department,ATLANTIC
124,7,3,2017,aggravated-assault,NJ0010400,NJ,Buena Police Department,ATLANTIC
125,7,4,2017,aggravated-assault,NJ0010700,NJ,Egg Harbor City Police Department,ATLANTIC
126,40,35,2017,aggravated-assault,NJ0010800,NJ,Egg Harbor Township Police Department,ATLANTIC
127,58,31,2017,aggravated-assault,NJ0011100,NJ,Galloway Township Police Department,ATLANTIC
128,22,14,2017,aggravated-assault,NJ0011200,NJ,"Hamilton Township, Atlantic County Police Department",ATLANTIC
129,14,11,2017,aggravated-assault,NJ0011300,NJ,Hammonton Police Department,ATLANTIC
130,1,1,2017,aggravated-assault,NJ0011400,NJ,Linwood Police Department,ATLANTIC
131,2,1,2017,aggravated-assault,NJ0011500,NJ,Longport Police Department,ATLANTIC
132,3,3,2017,aggravated-assault,NJ0011600,NJ,Margate City Police Department,ATLANTIC
133,3,3,2017,aggravated-assault,NJ0011700,NJ,Mullica Township Police Department,ATLANTIC
134,0,0,2017,aggravated-assault,NJ0011800,NJ,Northfield Police Department,ATLANTIC
135,61,26,2017,aggravated-assault,NJ0011900,NJ,Pleasantville Police Department,ATLANTIC
136,13,5,2017,aggravated-assault,NJ0012100,NJ,Somers Point Police Department,ATLANTIC
137,2,2,2017,aggravated-assault,NJ0012200,NJ,Ventnor City Police Department,ATLANTIC
138,0,0,2017,aggravated-assault,NJ0012400,NJ,Stockton University,ATLANTIC
139,28,11,2017,aggravated-assault,NJ001SP00,NJ,State Police: Atlantic County,ATLANTIC
140,1,0,2017,aggravated-assault,NJ0043300,NJ,Tavistock Police Department,CAMDEN
141,39,24,2017,aggravated-assault,NJ0043400,NJ,Voorhees Township Police Department,CAMDEN
142,2,1,2017,aggravated-assault,NJ0043500,NJ,Waterford Township Police Department,CAMDEN
143,19,17,2017,aggravated-assault,NJ0043600,NJ,Winslow Township Police Department,CAMDEN
144,5,0,2017,aggravated-assault,NJ0043700,NJ,Woodlynne Police Department,CAMDEN
145,2,1,2017,aggravated-assault,NJ0043900,NJ,Rutgers University: Camden,CAMDEN
146,9,4,2017,aggravated-assault,NJ004SP00,NJ,State Police: Camden County,CAMDEN
147,0,0,2017,aggravated-assault,NJ0050000,NJ,Cape May County Sheriff's Office,CAPE MAY
148,1,0,2017,aggravated-assault,NJ0050100,NJ,Avalon Police Department,CAPE MAY
149,0,0,2017,aggravated-assault,NJ0050200,NJ,Cape May Police Department,CAPE MAY
150,0,0,2017,aggravated-assault,NJ0050300,NJ,Cape May Point Police Department,CAPE MAY
151,24,20,2017,aggravated-assault,NJ0050500,NJ,Lower Township Police Department,CAPE MAY
152,24,16,2017,aggravated-assault,NJ0050600,NJ,Middle Township Police Department,CAPE MAY
153,7,5,2017,aggravated-assault,NJ0050700,NJ,North Wildwood Police Department,CAPE MAY
154,6,6,2017,aggravated-assault,NJ0050800,NJ,Ocean City Police Department,CAPE MAY
155,1,1,2017,aggravated-assault,NJ0050900,NJ,Sea Isle City Police Department,CAPE MAY
156,0,0,2017,aggravated-assault,NJ0051000,NJ,Stone Harbor Police Department,CAPE MAY
157,0,0,2017,aggravated-assault,NJ0051200,NJ,West Cape May Police Department,CAPE MAY
158,2,2,2017,aggravated-assault,NJ0051300,NJ,West Wildwood Police Department,CAPE MAY
159,46,18,2017,aggravated-assault,NJ0051400,NJ,Wildwood Police Department,CAPE MAY
160,0,0,2017,aggravated-assault,NJ0132400,NJ,Loch Arbour Police Department,MONMOUTH
161,44,28,2017,aggravated-assault,NJ0132500,NJ,Long Branch Police Department,MONMOUTH
162,8,6,2017,aggravated-assault,NJ0132600,NJ,Manalapan Township Police Department,MONMOUTH
163,4,3,2017,aggravated-assault,NJ0132700,NJ,Manasquan Police Department,MONMOUTH
164,7,4,2017,aggravated-assault,NJ0132800,NJ,Marlboro Township Police Department,MONMOUTH
165,0,0,2017,aggravated-assault,NJ0132900,NJ,Matawan Police Department,MONMOUTH
166,10,8,2017,aggravated-assault,NJ0133000,NJ,Aberdeen Township Police Department,MONMOUTH
167,33,28,2017,aggravated-assault,NJ0133100,NJ,Middletown Township Police Department,MONMOUTH
168,5,4,2017,aggravated-assault,NJ0133300,NJ,Monmouth Beach Police Department,MONMOUTH
169,106,37,2017,aggravated-assault,NJ0133400,NJ,Neptune Township Police Department,MONMOUTH
170,8,3,2017,aggravated-assault,NJ0133500,NJ,Neptune City Police Department,MONMOUTH
171,2,1,2017,aggravated-assault,NJ0133600,NJ,Tinton Falls Police Department,MONMOUTH
172,13,11,2017,aggravated-assault,NJ0133700,NJ,"Ocean Township, Monmouth County Police Department",MONMOUTH
173,1,1,2017,aggravated-assault,NJ0133800,NJ,Oceanport Police Department,MONMOUTH
174,7,3,2017,aggravated-assault,NJ0133900,NJ,Hazlet Township Police Department,MONMOUTH
175,10,3,2017,aggravated-assault,NJ0134000,NJ,Red Bank Police Department,MONMOUTH
176,0,0,2017,aggravated-assault,NJ0134200,NJ,Rumson Police Department,MONMOUTH
177,0,0,2017,aggravated-assault,NJ0134300,NJ,Sea Bright Police Department,MONMOUTH
178,1,0,2017,aggravated-assault,NJ0134400,NJ,Sea Girt Police Department,MONMOUTH
179,1,1,2017,aggravated-assault,NJ0134500,NJ,Shrewsbury Police Department,MONMOUTH
180,11,8,2017,aggravated-assault,NJ0211900,NJ,Phillipsburg Police Department,WARREN
181,0,0,2017,aggravated-assault,NJ0212000,NJ,Pohatcong Township Police Department,WARREN
182,3,3,2017,aggravated-assault,NJ0212100,NJ,Washington Police Department,WARREN
183,5,5,2017,aggravated-assault,NJ0212200,NJ,"Washington Township, Warren County Police Department",WARREN
184,4,1,2017,aggravated-assault,NJ021SP00,NJ,State Police: Warren County,WARREN
185,1280,304,2017,aggravated-assault,NJNPD0000,NJ,Newark Police Department,ESSEX
186,1,1,2017,aggravated-assault,NJNPIPP00,NJ,Palisades Interstate Parkway,BERGEN
187,12,7,2017,aggravated-assault,NJNYPOA00,NJ,Port Authority of New York and New Jersey,N/A
188,1,0,2017,aggravated-assault,NJ0010000,NJ,Atlantic County Sheriff's Office,ATLANTIC
189,3,3,2017,aggravated-assault,NJ0010100,NJ,Absecon Police Department,ATLANTIC
190,161,44,2017,aggravated-assault,NJ0010200,NJ,Atlantic City Police Department,ATLANTIC
191,2,2,2017,aggravated-assault,NJ0010300,NJ,Brigantine Police Department,ATLANTIC
192,7,3,2017,aggravated-assault,NJ0010400,NJ,Buena Police Department,ATLANTIC
193,7,4,2017,aggravated-assault,NJ0010700,NJ,Egg Harbor City Police Department,ATLANTIC
194,40,35,2017,aggravated-assault,NJ0010800,NJ,Egg Harbor Township Police Department,ATLANTIC
195,58,31,2017,aggravated-assault,NJ0011100,NJ,Galloway Township Police Department,ATLANTIC
196,22,14,2017,aggravated-assault,NJ0011200,NJ,"Hamilton Township, Atlantic County Police Department",ATLANTIC
197,14,11,2017,aggravated-assault,NJ0011300,NJ,Hammonton Police Department,ATLANTIC
198,1,1,2017,aggravated-assault,NJ0011400,NJ,Linwood Police Department,ATLANTIC
199,2,1,2017,aggravated-assault,NJ0011500,NJ,Longport Police Department,ATLANTIC
200,9,3,2017,aggravated-assault,NJ007SP00,NJ,State Police: Essex County,ESSEX
201,1,0,2017,aggravated-assault,NJ0080000,NJ,Gloucester County Sheriff's Office,GLOUCESTER
202,5,4,2017,aggravated-assault,NJ0080100,NJ,Clayton Police Department,GLOUCESTER
203,30,16,2017,aggravated-assault,NJ0080200,NJ,Deptford Township Police Department,GLOUCESTER
204,6,2,2017,aggravated-assault,NJ0080300,NJ,East Greenwich Township Police Department,GLOUCESTER
205,5,5,2017,aggravated-assault,NJ0080400,NJ,Elk Township Police Department,GLOUCESTER
206,11,8,2017,aggravated-assault,NJ0080500,NJ,"Franklin Township, Gloucester County Police Department",GLOUCESTER
207,4,2,2017,aggravated-assault,NJ0080600,NJ,Glassboro Police Department,GLOUCESTER
208,3,0,2017,aggravated-assault,NJ0080700,NJ,"Greenwich Township, Gloucester County Police Department",GLOUCESTER
209,3,2,2017,aggravated-assault,NJ0080800,NJ,Harrison Township Police Department,GLOUCESTER
210,1,1,2017,aggravated-assault,NJ0080900,NJ,Logan Township Police Department,GLOUCESTER
211,10,11,2017,aggravated-assault,NJ0081000,NJ,Mantua Township Police Department,GLOUCESTER
212,21,17,2017,aggravated-assault,NJ0081100,NJ,Monroe Township Police Department,GLOUCESTER
213,4,4,2017,aggravated-assault,NJ0081200,NJ,National Park Police Department,GLOUCESTER
214,0,0,2017,aggravated-assault,NJ0081300,NJ,Newfield Police Department,GLOUCESTER
215,14,8,2017,aggravated-assault,NJ0081400,NJ,Paulsboro Police Department,GLOUCESTER
216,-1,3,2017,aggravated-assault,NJ0081500,NJ,Pitman Police Department,GLOUCESTER
217,0,0,2017,aggravated-assault,NJ0081600,NJ,South Harrison Township Police Department,GLOUCESTER
218,0,0,2017,aggravated-assault,NJ0081700,NJ,Swedesboro Police Department,GLOUCESTER
219,33,30,2017,aggravated-assault,NJ0081800,NJ,"Washington Township, Gloucester County Police Department",GLOUCESTER
220,2,2,2017,aggravated-assault,NJ0161100,NJ,Ringwood Police Department,PASSAIC
221,5,5,2017,aggravated-assault,NJ0161200,NJ,Totowa Police Department,PASSAIC
222,4,2,2017,aggravated-assault,NJ0161300,NJ,Wanaque Police Department,PASSAIC
223,19,12,2017,aggravated-assault,NJ0161400,NJ,Wayne Township Police Department,PASSAIC
224,21,14,2017,aggravated-assault,NJ0161500,NJ,West Milford Township Police Department,PASSAIC
225,12,11,2017,aggravated-assault,NJ0161600,NJ,Woodland Park Police Department,PASSAIC
226,0,0,2017,aggravated-assault,NJ0161700,NJ,William Paterson University,PASSAIC
227,0,0,2017,aggravated-assault,NJ016SP00,NJ,State Police: Passaic County,PASSAIC
228,1,1,2017,aggravated-assault,NJ0170000,NJ,Salem County Sheriff's Office,SALEM
229,0,0,2017,aggravated-assault,NJ0170200,NJ,Elmer Police Department,SALEM
230,1,1,2017,aggravated-assault,NJ0170300,NJ,Elsinboro Township Police Department,SALEM
231,1,0,2017,aggravated-assault,NJ0170400,NJ,Lower Alloways Creek Township Police Department,SALEM
232,9,8,2017,aggravated-assault,NJ0170500,NJ,Pennsville Township Police Department,SALEM
233,20,12,2017,aggravated-assault,NJ0170800,NJ,Penns Grove Police Department,SALEM
234,39,7,2017,aggravated-assault,NJ0171200,NJ,Salem Police Department,SALEM
235,8,6,2017,aggravated-assault,NJ0171300,NJ,Carney's Point Township Police Department,SALEM
236,1,1,2017,aggravated-assault,NJ0171500,NJ,Woodstown Police Department,SALEM
237,18,11,2017,aggravated-assault,NJ017SP00,NJ,State Police: Salem County,SALEM
238,1,1,2017,aggravated-assault,NJ0180000,NJ,Somerset County Sheriff's Office,SOMERSET
239,1,1,2017,aggravated-assault,NJ0180100,NJ,Bedminster Township Police Department,SOMERSET
240,1,0,2017,aggravated-assault,NJ0050100,NJ,Avalon Police Department,CAPE MAY
241,0,0,2017,aggravated-assault,NJ0050200,NJ,Cape May Police Department,CAPE MAY
242,0,0,2017,aggravated-assault,NJ0050300,NJ,Cape May Point Police Department,CAPE MAY
243,24,20,2017,aggravated-assault,NJ0050500,NJ,Lower Township Police Department,CAPE MAY
244,24,16,2017,aggravated-assault,NJ0050600,NJ,Middle Township Police Department,CAPE MAY
245,7,5,2017,aggravated-assault,NJ0050700,NJ,North Wildwood Police Department,CAPE MAY
246,6,6,2017,aggravated-assault,NJ0050800,NJ,Ocean City Police Department,CAPE MAY
247,1,1,2017,aggravated-assault,NJ0050900,NJ,Sea Isle City Police Department,CAPE MAY
248,0,0,2017,aggravated-assault,NJ0051000,NJ,Stone Harbor Police Department,CAPE MAY
249,0,0,2017,aggravated-assault,NJ0051200,NJ,West Cape May Police Department,CAPE MAY
250,2,2,2017,aggravated-assault,NJ0051300,NJ,West Wildwood Police Department,CAPE MAY
251,46,18,2017,aggravated-assault,NJ0051400,NJ,Wildwood Police Department,CAPE MAY
252,7,7,2017,aggravated-assault,NJ0051500,NJ,Wildwood Crest Police Department,CAPE MAY
253,12,11,2017,aggravated-assault,NJ005SP00,NJ,State Police: Cape May County,CAPE MAY
254,0,0,2017,aggravated-assault,NJ0060000,NJ,Cumberland County Sheriff's Office,CUMBERLAND
255,98,21,2017,aggravated-assault,NJ0060100,NJ,Bridgeton Police Department,CUMBERLAND
256,103,42,2017,aggravated-assault,NJ0061000,NJ,Millville Police Department,CUMBERLAND
257,179,99,2017,aggravated-assault,NJ0061400,NJ,Vineland Police Department,CUMBERLAND
258,41,29,2017,aggravated-assault,NJ006SP00,NJ,State Police: Cumberland County,CUMBERLAND
259,43,7,2017,aggravated-assault,NJ0070000,NJ,Essex County Sheriff's Office,ESSEX
260,2,4,2017,aggravated-assault,NJ0160400,NJ,Hawthorne Police Department,PASSAIC
261,17,15,2017,aggravated-assault,NJ0160500,NJ,Little Falls Township Police Department,PASSAIC
262,0,0,2017,aggravated-assault,NJ0160600,NJ,North Haledon Police Department,PASSAIC
263,214,65,2017,aggravated-assault,NJ0160700,NJ,Passaic Police Department,PASSAIC
264,474,156,2017,aggravated-assault,NJ0160800,NJ,Paterson Police Department,PASSAIC
265,10,6,2017,aggravated-assault,NJ0160900,NJ,Pompton Lakes Police Department,PASSAIC
266,2,0,2017,aggravated-assault,NJ0161000,NJ,Prospect Park Police Department,PASSAIC
267,2,2,2017,aggravated-assault,NJ0161100,NJ,Ringwood Police Department,PASSAIC
268,5,5,2017,aggravated-assault,NJ0161200,NJ,Totowa Police Department,PASSAIC
269,4,2,2017,aggravated-assault,NJ0161300,NJ,Wanaque Police Department,PASSAIC
270,19,12,2017,aggravated-assault,NJ0161400,NJ,Wayne Township Police Department,PASSAIC
271,21,14,2017,aggravated-assault,NJ0161500,NJ,West Milford Township Police Department,PASSAIC
272,12,11,2017,aggravated-assault,NJ0161600,NJ,Woodland Park Police Department,PASSAIC
273,0,0,2017,aggravated-assault,NJ0161700,NJ,William Paterson University,PASSAIC
274,0,0,2017,aggravated-assault,NJ016SP00,NJ,State Police: Passaic County,PASSAIC
275,1,1,2017,aggravated-assault,NJ0170000,NJ,Salem County Sheriff's Office,SALEM
276,0,0,2017,aggravated-assault,NJ0170200,NJ,Elmer Police Department,SALEM
277,1,1,2017,aggravated-assault,NJ0170300,NJ,Elsinboro Township Police Department,SALEM
278,1,0,2017,aggravated-assault,NJ0170400,NJ,Lower Alloways Creek Township Police Department,SALEM
279,9,8,2017,aggravated-assault,NJ0170500,NJ,Pennsville Township Police Department,SALEM
280,2,1,2017,aggravated-assault,NJ0071500,NJ,North Caldwell Police Department,ESSEX
281,12,8,2017,aggravated-assault,NJ0071600,NJ,Nutley Township Police Department,ESSEX
282,81,34,2017,aggravated-assault,NJ0071700,NJ,Orange Police Department,ESSEX
283,1,1,2017,aggravated-assault,NJ0071800,NJ,Roseland Police Department,ESSEX
284,9,9,2017,aggravated-assault,NJ0071900,NJ,South Orange Police Department,ESSEX
285,3,2,2017,aggravated-assault,NJ0072000,NJ,Verona Police Department,ESSEX
286,6,5,2017,aggravated-assault,NJ0072100,NJ,West Caldwell Township Police Department,ESSEX
287,52,43,2017,aggravated-assault,NJ0072200,NJ,West Orange Police Department,ESSEX
288,1,1,2017,aggravated-assault,NJ0072700,NJ,New Jersey Institute of Technology,ESSEX
289,2,2,2017,aggravated-assault,NJ0072800,NJ,Montclair State University,ESSEX
290,5,5,2017,aggravated-assault,NJ0073000,NJ,Rutgers University: Newark,ESSEX
291,2,2,2017,aggravated-assault,NJ0073100,NJ,Essex County College,ESSEX
292,24,21,2017,aggravated-assault,NJ0073200,NJ,New Jersey Transit Police,N/A
293,9,3,2017,aggravated-assault,NJ007SP00,NJ,State Police: Essex County,ESSEX
294,1,0,2017,aggravated-assault,NJ0080000,NJ,Gloucester County Sheriff's Office,GLOUCESTER
295,5,4,2017,aggravated-assault,NJ0080100,NJ,Clayton Police Department,GLOUCESTER
296,30,16,2017,aggravated-assault,NJ0080200,NJ,Deptford Township Police Department,GLOUCESTER
297,6,2,2017,aggravated-assault,NJ0080300,NJ,East Greenwich Township Police Department,GLOUCESTER
298,5,5,2017,aggravated-assault,NJ0080400,NJ,Elk Township Police Department,GLOUCESTER
299,11,8,2017,aggravated-assault,NJ0080500,NJ,"Franklin Township, Gloucester County Police Department",GLOUCESTER
300,5,4,2017,aggravated-assault,NJ0201700,NJ,Springfield Police Department,UNION
301,0,0,2017,aggravated-assault,NJ0201800,NJ,Summit Police Department,UNION
