,actual,cleared,data_year,offense,ori,state_abbr,agency_name,county_name
553,7,0,2017,burglary,NJ0202400,NJ,Kean University,UNION
554,0,0,2017,burglary,NJ0209100,NJ,Park Police: Union County,UNION
555,0,0,2017,burglary,NJ020SP00,NJ,State Police: Union County,UNION
556,10,0,2017,burglary,NJ0210200,NJ,Alpha Police Department,WARREN
557,12,8,2017,burglary,NJ0210300,NJ,Belvidere Police Department,WARREN
558,15,0,2017,burglary,NJ0210400,NJ,Blairstown Township Police Department,WARREN
559,9,2,2017,burglary,NJ0210700,NJ,"Greenwich Township, Warren County Police Department",WARREN
560,20,5,2017,burglary,NJ0010700,NJ,Egg Harbor City Police Department,ATLANTIC
561,106,28,2017,burglary,NJ0010800,NJ,Egg Harbor Township Police Department,ATLANTIC
562,143,20,2017,burglary,NJ0011100,NJ,Galloway Township Police Department,ATLANTIC
563,160,27,2017,burglary,NJ0011200,NJ,"Hamilton Township, Atlantic County Police Department",ATLANTIC
564,37,16,2017,burglary,NJ0011300,NJ,Hammonton Police Department,ATLANTIC
565,19,1,2017,burglary,NJ0011400,NJ,Linwood Police Department,ATLANTIC
566,5,0,2017,burglary,NJ0011500,NJ,Longport Police Department,ATLANTIC
567,22,2,2017,burglary,NJ0011600,NJ,Margate City Police Department,ATLANTIC
568,32,2,2017,burglary,NJ0011700,NJ,Mullica Township Police Department,ATLANTIC
569,12,1,2017,burglary,NJ0011800,NJ,Northfield Police Department,ATLANTIC
570,106,18,2017,burglary,NJ0011900,NJ,Pleasantville Police Department,ATLANTIC
571,61,6,2017,burglary,NJ0012100,NJ,Somers Point Police Department,ATLANTIC
572,47,8,2017,burglary,NJ0012200,NJ,Ventnor City Police Department,ATLANTIC
573,1,1,2017,burglary,NJ0012400,NJ,Stockton University,ATLANTIC
574,70,16,2017,burglary,NJ001SP00,NJ,State Police: Atlantic County,ATLANTIC
575,1,0,2017,burglary,NJ0020000,NJ,Bergen County Sheriff's Office,BERGEN
576,11,10,2017,burglary,NJ0020100,NJ,Allendale Police Department,BERGEN
577,0,0,2017,burglary,NJ0020200,NJ,Alpine Police Department,BERGEN
578,22,0,2017,burglary,NJ0020300,NJ,Bergenfield Police Department,BERGEN
579,3,2,2017,burglary,NJ0020400,NJ,Bogota Police Department,BERGEN
580,10,0,2017,burglary,NJ0024400,NJ,Oradell Police Department,BERGEN
581,30,11,2017,burglary,NJ0024500,NJ,Palisades Park Police Department,BERGEN
582,29,2,2017,burglary,NJ0024600,NJ,Paramus Police Department,BERGEN
583,9,0,2017,burglary,NJ0024700,NJ,Park Ridge Police Department,BERGEN
584,5,3,2017,burglary,NJ0024800,NJ,Ramsey Police Department,BERGEN
585,10,1,2017,burglary,NJ0024900,NJ,Ridgefield Police Department,BERGEN
586,19,3,2017,burglary,NJ0025000,NJ,Ridgefield Park Police Department,BERGEN
587,16,6,2017,burglary,NJ0025100,NJ,Ridgewood Police Department,BERGEN
588,13,1,2017,burglary,NJ0025200,NJ,River Edge Police Department,BERGEN
589,2,1,2017,burglary,NJ0025300,NJ,River Vale Township Police Department,BERGEN
590,15,5,2017,burglary,NJ0025400,NJ,Rochelle Park Township Police Department,BERGEN
591,0,0,2017,burglary,NJ0025500,NJ,Rockleigh Police Department,BERGEN
592,23,5,2017,burglary,NJ0025600,NJ,Rutherford Police Department,BERGEN
593,34,6,2017,burglary,NJ0025700,NJ,Saddle Brook Township Police Department,BERGEN
594,3,0,2017,burglary,NJ0025800,NJ,Saddle River Police Department,BERGEN
595,13,7,2017,burglary,NJ0025900,NJ,South Hackensack Township Police Department,BERGEN
596,77,4,2017,burglary,NJ0026000,NJ,Teaneck Township Police Department,BERGEN
597,9,1,2017,burglary,NJ0026100,NJ,Tenafly Police Department,BERGEN
598,0,0,2017,burglary,NJ0026200,NJ,Teterboro Police Department,BERGEN
599,4,0,2017,burglary,NJ0026300,NJ,Upper Saddle River Police Department,BERGEN
600,10,4,2017,burglary,NJ0041800,NJ,Haddon Heights Police Department,CAMDEN
601,3,0,2017,burglary,NJ0041900,NJ,Hi-Nella Police Department,CAMDEN
602,24,0,2017,burglary,NJ0042000,NJ,Laurel Springs Police Department,CAMDEN
603,9,1,2017,burglary,NJ0042100,NJ,Lawnside Police Department,CAMDEN
604,142,15,2017,burglary,NJ0042200,NJ,Lindenwold Police Department,CAMDEN
605,25,1,2017,burglary,NJ0042300,NJ,Magnolia Police Department,CAMDEN
606,17,3,2017,burglary,NJ0042400,NJ,Merchantville Police Department,CAMDEN
607,15,2,2017,burglary,NJ0042500,NJ,Mount Ephraim Police Department,CAMDEN
608,22,0,2017,burglary,NJ0042600,NJ,Oaklyn Police Department,CAMDEN
609,307,9,2017,burglary,NJ0042700,NJ,Pennsauken Township Police Department,CAMDEN
610,68,6,2017,burglary,NJ0042800,NJ,Pine Hill Police Department,CAMDEN
611,56,7,2017,burglary,NJ0043000,NJ,Runnemede Police Department,CAMDEN
612,35,4,2017,burglary,NJ0043100,NJ,Somerdale Police Department,CAMDEN
613,20,1,2017,burglary,NJ0043200,NJ,Stratford Police Department,CAMDEN
614,0,0,2017,burglary,NJ0043300,NJ,Tavistock Police Department,CAMDEN
615,61,13,2017,burglary,NJ0043400,NJ,Voorhees Township Police Department,CAMDEN
616,13,0,2017,burglary,NJ0043500,NJ,Waterford Township Police Department,CAMDEN
617,74,16,2017,burglary,NJ0043600,NJ,Winslow Township Police Department,CAMDEN
618,6,0,2017,burglary,NJ0043700,NJ,Woodlynne Police Department,CAMDEN
619,2,0,2017,burglary,NJ0043900,NJ,Rutgers University: Camden,CAMDEN
620,37,3,2017,burglary,NJ0090400,NJ,Harrison Police Department,HUDSON
621,121,66,2017,burglary,NJ0090500,NJ,Hoboken Police Department,HUDSON
622,1119,108,2017,burglary,NJ0090600,NJ,Jersey City Police Department,HUDSON
623,55,14,2017,burglary,NJ0090700,NJ,Kearny Police Department,HUDSON
624,55,12,2017,burglary,NJ0090800,NJ,North Bergen Township Police Department,HUDSON
625,32,8,2017,burglary,NJ0090900,NJ,Secaucus Police Department,HUDSON
626,114,16,2017,burglary,NJ0091000,NJ,Union City Police Department,HUDSON
627,30,7,2017,burglary,NJ0091100,NJ,Weehawken Township Police Department,HUDSON
628,87,18,2017,burglary,NJ0091200,NJ,West New York Police Department,HUDSON
629,10,0,2017,burglary,NJ009149E,NJ,Stevens Institute of Technology,HUDSON
630,0,0,2017,burglary,NJ009SP00,NJ,State Police: Hudson County,HUDSON
631,1,1,2017,burglary,NJ0100400,NJ,Califon Police Department,HUNTERDON
632,2,0,2017,burglary,NJ0100500,NJ,Clinton Police Department,HUNTERDON
633,29,17,2017,burglary,NJ0100600,NJ,Clinton Township Police Department,HUNTERDON
634,5,1,2017,burglary,NJ0100700,NJ,Delaware Township Police Department,HUNTERDON
635,7,0,2017,burglary,NJ0100900,NJ,Flemington Police Department,HUNTERDON
636,0,0,2017,burglary,NJ0101000,NJ,"Franklin Township, Hunterdon County Police Department",HUNTERDON
637,0,0,2017,burglary,NJ0101100,NJ,Frenchtown Police Department,HUNTERDON
638,14,4,2017,burglary,NJ0101400,NJ,High Bridge Police Department,HUNTERDON
639,2,1,2017,burglary,NJ0101500,NJ,Holland Township Police Department,HUNTERDON
640,38,15,2017,burglary,NJ0135200,NJ,Wall Township Police Department,MONMOUTH
641,9,0,2017,burglary,NJ0135300,NJ,West Long Branch Police Department,MONMOUTH
642,1,0,2017,burglary,NJ013559E,NJ,Monmouth University,MONMOUTH
643,0,0,2017,burglary,NJ0135600,NJ,Brookdale Community College,MONMOUTH
644,39,1,2017,burglary,NJ013SP00,NJ,State Police: Monmouth County,MONMOUTH
645,9,3,2017,burglary,NJ0140100,NJ,Boonton Police Department,MORRIS
646,4,2,2017,burglary,NJ0140200,NJ,Boonton Township Police Department,MORRIS
647,10,2,2017,burglary,NJ0140300,NJ,Butler Police Department,MORRIS
648,5,1,2017,burglary,NJ0140400,NJ,Chatham Police Department,MORRIS
649,4,0,2017,burglary,NJ0140500,NJ,Chatham Township Police Department,MORRIS
650,4,0,2017,burglary,NJ0140600,NJ,Chester Police Department,MORRIS
651,9,1,2017,burglary,NJ0140700,NJ,Chester Township Police Department,MORRIS
652,21,3,2017,burglary,NJ0140800,NJ,Denville Township Police Department,MORRIS
653,31,2,2017,burglary,NJ0140900,NJ,Dover Police Department,MORRIS
654,16,0,2017,burglary,NJ0141000,NJ,East Hanover Township Police Department,MORRIS
655,6,1,2017,burglary,NJ0141100,NJ,Florham Park Police Department,MORRIS
656,24,2,2017,burglary,NJ0141200,NJ,Hanover Township Police Department,MORRIS
657,10,2,2017,burglary,NJ0141300,NJ,Harding Township Police Department,MORRIS
658,22,2,2017,burglary,NJ0141400,NJ,Jefferson Township Police Department,MORRIS
659,10,5,2017,burglary,NJ0141500,NJ,Kinnelon Police Department,MORRIS
660,51,9,2017,burglary,NJ0192200,NJ,Vernon Township Police Department,SUSSEX
661,72,8,2017,burglary,NJ019SP00,NJ,State Police: Sussex County,SUSSEX
662,10,2,2017,burglary,NJ0200100,NJ,Berkeley Heights Township Police Department,UNION
663,7,0,2017,burglary,NJ0200200,NJ,Clark Township Police Department,UNION
664,15,0,2017,burglary,NJ0200300,NJ,Cranford Township Police Department,UNION
665,683,53,2017,burglary,NJ0200400,NJ,Elizabeth Police Department,UNION
666,6,0,2017,burglary,NJ0200500,NJ,Fanwood Police Department,UNION
667,6,1,2017,burglary,NJ0200600,NJ,Garwood Police Department,UNION
668,83,3,2017,burglary,NJ0200700,NJ,Hillside Township Police Department,UNION
669,11,0,2017,burglary,NJ0200800,NJ,Kenilworth Police Department,UNION
670,166,14,2017,burglary,NJ0200900,NJ,Linden Police Department,UNION
671,27,0,2017,burglary,NJ0201000,NJ,Mountainside Police Department,UNION
672,4,0,2017,burglary,NJ0201100,NJ,New Providence Police Department,UNION
673,232,9,2017,burglary,NJ0201200,NJ,Plainfield Police Department,UNION
674,51,11,2017,burglary,NJ0201300,NJ,Rahway Police Department,UNION
675,69,4,2017,burglary,NJ0201400,NJ,Roselle Police Department,UNION
676,20,5,2017,burglary,NJ0201500,NJ,Roselle Park Police Department,UNION
677,63,2,2017,burglary,NJ0201600,NJ,Scotch Plains Township Police Department,UNION
678,24,6,2017,burglary,NJ0201700,NJ,Springfield Police Department,UNION
679,17,4,2017,burglary,NJ0201800,NJ,Summit Police Department,UNION
680,3,0,2017,burglary,NJ0032700,NJ,North Hanover Township Police Department,BURLINGTON
681,28,5,2017,burglary,NJ0032800,NJ,Palmyra Police Department,BURLINGTON
682,11,1,2017,burglary,NJ0032900,NJ,Pemberton Police Department,BURLINGTON
683,202,17,2017,burglary,NJ0033000,NJ,Pemberton Township Police Department,BURLINGTON
684,12,12,2017,burglary,NJ0033100,NJ,Riverside Township Police Department,BURLINGTON
685,3,0,2017,burglary,NJ0033200,NJ,Riverton Police Department,BURLINGTON
686,15,0,2017,burglary,NJ0033500,NJ,Springfield Township Police Department,BURLINGTON
687,24,3,2017,burglary,NJ0033800,NJ,Westampton Township Police Department,BURLINGTON
688,84,12,2017,burglary,NJ003SP00,NJ,State Police: Burlington County,BURLINGTON
689,0,0,2017,burglary,NJ0040000,NJ,Camden County Sheriff's Office,CAMDEN
690,15,8,2017,burglary,NJ0040100,NJ,Audubon Police Department,CAMDEN
691,10,6,2017,burglary,NJ0040200,NJ,Audubon Park Police Department,CAMDEN
692,22,0,2017,burglary,NJ0040300,NJ,Barrington Police Department,CAMDEN
693,59,18,2017,burglary,NJ0040400,NJ,Bellmawr Police Department,CAMDEN
694,22,6,2017,burglary,NJ0040500,NJ,Berlin Police Department,CAMDEN
695,12,4,2017,burglary,NJ0040600,NJ,Berlin Township Police Department,CAMDEN
696,14,2,2017,burglary,NJ0040700,NJ,Brooklawn Police Department,CAMDEN
697,583,35,2017,burglary,NJ0040800,NJ,Camden County Police Department,CAMDEN
698,11,2,2017,burglary,NJ0040900,NJ,Chesilhurst Police Department,CAMDEN
699,54,4,2017,burglary,NJ0041000,NJ,Clementon Police Department,CAMDEN
700,77,12,2017,burglary,NJ0120900,NJ,Old Bridge Township Police Department,MIDDLESEX
701,27,2,2017,burglary,NJ0121000,NJ,Metuchen Police Department,MIDDLESEX
702,17,7,2017,burglary,NJ0121100,NJ,Middlesex Police Department,MIDDLESEX
703,4,2,2017,burglary,NJ0121200,NJ,Milltown Police Department,MIDDLESEX
704,32,1,2017,burglary,NJ0121300,NJ,"Monroe Township, Middlesex County Police Department",MIDDLESEX
705,253,15,2017,burglary,NJ0121400,NJ,New Brunswick Police Department,MIDDLESEX
706,75,14,2017,burglary,NJ0121500,NJ,North Brunswick Township Police Department,MIDDLESEX
707,151,22,2017,burglary,NJ0121600,NJ,Perth Amboy Police Department,MIDDLESEX
708,103,5,2017,burglary,NJ0121700,NJ,Piscataway Township Police Department,MIDDLESEX
709,17,4,2017,burglary,NJ0121800,NJ,Plainsboro Township Police Department,MIDDLESEX
710,41,3,2017,burglary,NJ0121900,NJ,Sayreville Police Department,MIDDLESEX
711,16,1,2017,burglary,NJ0122000,NJ,South Amboy Police Department,MIDDLESEX
712,103,7,2017,burglary,NJ0122100,NJ,South Brunswick Township Police Department,MIDDLESEX
713,22,4,2017,burglary,NJ0122200,NJ,South Plainfield Police Department,MIDDLESEX
714,17,6,2017,burglary,NJ0122300,NJ,South River Police Department,MIDDLESEX
715,9,2,2017,burglary,NJ0122400,NJ,Spotswood Police Department,MIDDLESEX
716,224,29,2017,burglary,NJ0122500,NJ,Woodbridge Township Police Department,MIDDLESEX
717,0,0,2017,burglary,NJ0122600,NJ,Middlesex County College,MIDDLESEX
718,42,4,2017,burglary,NJ0123000,NJ,Rutgers University: New Brunswick,MIDDLESEX
719,0,0,2017,burglary,NJ012SP00,NJ,State Police: Middlesex County,MIDDLESEX
720,4,2,2017,burglary,NJ0190600,NJ,Franklin Police Department,SUSSEX
721,1,0,2017,burglary,NJ0190900,NJ,Hamburg Police Department,SUSSEX
722,10,2,2017,burglary,NJ0191100,NJ,Hardyston Township Police Department,SUSSEX
723,9,5,2017,burglary,NJ0191200,NJ,Hopatcong Police Department,SUSSEX
724,10,1,2017,burglary,NJ0191500,NJ,Newton Police Department,SUSSEX
725,0,0,2017,burglary,NJ0191600,NJ,Ogdensburg Police Department,SUSSEX
726,12,5,2017,burglary,NJ0191800,NJ,Sparta Township Police Department,SUSSEX
727,2,0,2017,burglary,NJ0191900,NJ,Stanhope Police Department,SUSSEX
728,51,9,2017,burglary,NJ0192200,NJ,Vernon Township Police Department,SUSSEX
729,72,8,2017,burglary,NJ019SP00,NJ,State Police: Sussex County,SUSSEX
730,10,2,2017,burglary,NJ0200100,NJ,Berkeley Heights Township Police Department,UNION
731,7,0,2017,burglary,NJ0200200,NJ,Clark Township Police Department,UNION
732,15,0,2017,burglary,NJ0200300,NJ,Cranford Township Police Department,UNION
733,683,53,2017,burglary,NJ0200400,NJ,Elizabeth Police Department,UNION
734,6,0,2017,burglary,NJ0200500,NJ,Fanwood Police Department,UNION
735,6,1,2017,burglary,NJ0200600,NJ,Garwood Police Department,UNION
736,83,3,2017,burglary,NJ0200700,NJ,Hillside Township Police Department,UNION
737,11,0,2017,burglary,NJ0200800,NJ,Kenilworth Police Department,UNION
738,166,14,2017,burglary,NJ0200900,NJ,Linden Police Department,UNION
739,27,0,2017,burglary,NJ0201000,NJ,Mountainside Police Department,UNION
740,68,19,2017,burglary,NJ0050500,NJ,Lower Township Police Department,CAPE MAY
741,121,16,2017,burglary,NJ0050600,NJ,Middle Township Police Department,CAPE MAY
742,18,2,2017,burglary,NJ0050700,NJ,North Wildwood Police Department,CAPE MAY
743,34,5,2017,burglary,NJ0050800,NJ,Ocean City Police Department,CAPE MAY
744,43,0,2017,burglary,NJ0050900,NJ,Sea Isle City Police Department,CAPE MAY
745,8,3,2017,burglary,NJ0051000,NJ,Stone Harbor Police Department,CAPE MAY
746,2,0,2017,burglary,NJ0051200,NJ,West Cape May Police Department,CAPE MAY
747,0,0,2017,burglary,NJ0051300,NJ,West Wildwood Police Department,CAPE MAY
748,64,7,2017,burglary,NJ0051400,NJ,Wildwood Police Department,CAPE MAY
749,20,7,2017,burglary,NJ0051500,NJ,Wildwood Crest Police Department,CAPE MAY
750,57,16,2017,burglary,NJ005SP00,NJ,State Police: Cape May County,CAPE MAY
751,0,0,2017,burglary,NJ0060000,NJ,Cumberland County Sheriff's Office,CUMBERLAND
752,245,12,2017,burglary,NJ0060100,NJ,Bridgeton Police Department,CUMBERLAND
753,235,14,2017,burglary,NJ0061000,NJ,Millville Police Department,CUMBERLAND
754,472,71,2017,burglary,NJ0061400,NJ,Vineland Police Department,CUMBERLAND
755,157,58,2017,burglary,NJ006SP00,NJ,State Police: Cumberland County,CUMBERLAND
756,22,0,2017,burglary,NJ0070000,NJ,Essex County Sheriff's Office,ESSEX
757,85,11,2017,burglary,NJ0070100,NJ,Belleville Police Department,ESSEX
758,82,13,2017,burglary,NJ0070200,NJ,Bloomfield Police Department,ESSEX
759,9,1,2017,burglary,NJ0070300,NJ,Caldwell Police Department,ESSEX
760,0,0,2017,burglary,NJ0150100,NJ,Barnegat Light Police Department,OCEAN
761,4,1,2017,burglary,NJ0150200,NJ,Bay Head Police Department,OCEAN
762,5,0,2017,burglary,NJ0150300,NJ,Beach Haven Police Department,OCEAN
763,20,5,2017,burglary,NJ0150400,NJ,Beachwood Police Department,OCEAN
764,86,9,2017,burglary,NJ0150500,NJ,Berkeley Township Police Department,OCEAN
765,142,19,2017,burglary,NJ0150600,NJ,Brick Township Police Department,OCEAN
766,173,13,2017,burglary,NJ0150700,NJ,Toms River Township Police Department,OCEAN
767,0,0,2017,burglary,NJ0150900,NJ,Harvey Cedars Police Department,OCEAN
768,2,1,2017,burglary,NJ0151000,NJ,Island Heights Police Department,OCEAN
769,112,6,2017,burglary,NJ0151100,NJ,Jackson Township Police Department,OCEAN
770,33,7,2017,burglary,NJ0151200,NJ,Lacey Township Police Department,OCEAN
771,4,1,2017,burglary,NJ0151300,NJ,Lakehurst Police Department,OCEAN
772,216,57,2017,burglary,NJ0151400,NJ,Lakewood Township Police Department,OCEAN
773,4,0,2017,burglary,NJ0151500,NJ,Lavallette Police Department,OCEAN
774,67,10,2017,burglary,NJ0151600,NJ,Little Egg Harbor Township Police Department,OCEAN
775,10,0,2017,burglary,NJ0151700,NJ,Long Beach Township Police Department,OCEAN
776,31,8,2017,burglary,NJ0151800,NJ,Manchester Township Police Department,OCEAN
777,1,0,2017,burglary,NJ0151900,NJ,Mantoloking Police Department,OCEAN
778,2,0,2017,burglary,NJ0152000,NJ,"Ocean Township, Ocean County Police Department",OCEAN
779,7,0,2017,burglary,NJ0152100,NJ,Ocean Gate Police Department,OCEAN
780,84,12,2017,burglary,NJ003SP00,NJ,State Police: Burlington County,BURLINGTON
781,0,0,2017,burglary,NJ0040000,NJ,Camden County Sheriff's Office,CAMDEN
782,15,8,2017,burglary,NJ0040100,NJ,Audubon Police Department,CAMDEN
783,10,6,2017,burglary,NJ0040200,NJ,Audubon Park Police Department,CAMDEN
784,22,0,2017,burglary,NJ0040300,NJ,Barrington Police Department,CAMDEN
785,59,18,2017,burglary,NJ0040400,NJ,Bellmawr Police Department,CAMDEN
786,22,6,2017,burglary,NJ0040500,NJ,Berlin Police Department,CAMDEN
787,12,4,2017,burglary,NJ0040600,NJ,Berlin Township Police Department,CAMDEN
788,14,2,2017,burglary,NJ0040700,NJ,Brooklawn Police Department,CAMDEN
789,583,35,2017,burglary,NJ0040800,NJ,Camden County Police Department,CAMDEN
790,11,2,2017,burglary,NJ0040900,NJ,Chesilhurst Police Department,CAMDEN
791,54,4,2017,burglary,NJ0041000,NJ,Clementon Police Department,CAMDEN
792,66,11,2017,burglary,NJ0041100,NJ,Collingswood Police Department,CAMDEN
793,184,28,2017,burglary,NJ0041200,NJ,Cherry Hill Township Police Department,CAMDEN
794,11,1,2017,burglary,NJ0041300,NJ,Gibbsboro Police Department,CAMDEN
795,49,15,2017,burglary,NJ0041400,NJ,Gloucester City Police Department,CAMDEN
796,171,26,2017,burglary,NJ0041500,NJ,Gloucester Township Police Department,CAMDEN
797,51,22,2017,burglary,NJ0041600,NJ,Haddon Township Police Department,CAMDEN
798,29,2,2017,burglary,NJ0041700,NJ,Haddonfield Police Department,CAMDEN
799,10,4,2017,burglary,NJ0041800,NJ,Haddon Heights Police Department,CAMDEN
800,6,6,2017,burglary,NJ0143900,NJ,Wharton Police Department,MORRIS
801,0,0,2017,burglary,NJ0149100,NJ,Park Police: Morris County,MORRIS
802,1,0,2017,burglary,NJ014SP00,NJ,State Police: Morris County,MORRIS
803,0,0,2017,burglary,NJ0150000,NJ,Ocean County Sheriff's Office,OCEAN
804,0,0,2017,burglary,NJ0150100,NJ,Barnegat Light Police Department,OCEAN
805,4,1,2017,burglary,NJ0150200,NJ,Bay Head Police Department,OCEAN
806,5,0,2017,burglary,NJ0150300,NJ,Beach Haven Police Department,OCEAN
807,20,5,2017,burglary,NJ0150400,NJ,Beachwood Police Department,OCEAN
808,86,9,2017,burglary,NJ0150500,NJ,Berkeley Township Police Department,OCEAN
809,142,19,2017,burglary,NJ0150600,NJ,Brick Township Police Department,OCEAN
810,173,13,2017,burglary,NJ0150700,NJ,Toms River Township Police Department,OCEAN
811,0,0,2017,burglary,NJ0150900,NJ,Harvey Cedars Police Department,OCEAN
812,2,1,2017,burglary,NJ0151000,NJ,Island Heights Police Department,OCEAN
813,112,6,2017,burglary,NJ0151100,NJ,Jackson Township Police Department,OCEAN
814,33,7,2017,burglary,NJ0151200,NJ,Lacey Township Police Department,OCEAN
815,4,1,2017,burglary,NJ0151300,NJ,Lakehurst Police Department,OCEAN
816,216,57,2017,burglary,NJ0151400,NJ,Lakewood Township Police Department,OCEAN
817,4,0,2017,burglary,NJ0151500,NJ,Lavallette Police Department,OCEAN
818,67,10,2017,burglary,NJ0151600,NJ,Little Egg Harbor Township Police Department,OCEAN
819,10,0,2017,burglary,NJ0151700,NJ,Long Beach Township Police Department,OCEAN
820,6,0,2017,burglary,NJ0043700,NJ,Woodlynne Police Department,CAMDEN
821,2,0,2017,burglary,NJ0043900,NJ,Rutgers University: Camden,CAMDEN
822,2,0,2017,burglary,NJ004SP00,NJ,State Police: Camden County,CAMDEN
823,0,0,2017,burglary,NJ0050000,NJ,Cape May County Sheriff's Office,CAPE MAY
824,22,2,2017,burglary,NJ0050100,NJ,Avalon Police Department,CAPE MAY
825,10,0,2017,burglary,NJ0050200,NJ,Cape May Police Department,CAPE MAY
826,1,0,2017,burglary,NJ0050300,NJ,Cape May Point Police Department,CAPE MAY
827,68,19,2017,burglary,NJ0050500,NJ,Lower Township Police Department,CAPE MAY
828,121,16,2017,burglary,NJ0050600,NJ,Middle Township Police Department,CAPE MAY
829,18,2,2017,burglary,NJ0050700,NJ,North Wildwood Police Department,CAPE MAY
830,34,5,2017,burglary,NJ0050800,NJ,Ocean City Police Department,CAPE MAY
831,43,0,2017,burglary,NJ0050900,NJ,Sea Isle City Police Department,CAPE MAY
832,8,3,2017,burglary,NJ0051000,NJ,Stone Harbor Police Department,CAPE MAY
833,2,0,2017,burglary,NJ0051200,NJ,West Cape May Police Department,CAPE MAY
834,0,0,2017,burglary,NJ0051300,NJ,West Wildwood Police Department,CAPE MAY
835,64,7,2017,burglary,NJ0051400,NJ,Wildwood Police Department,CAPE MAY
836,20,7,2017,burglary,NJ0051500,NJ,Wildwood Crest Police Department,CAPE MAY
837,57,16,2017,burglary,NJ005SP00,NJ,State Police: Cape May County,CAPE MAY
838,0,0,2017,burglary,NJ0060000,NJ,Cumberland County Sheriff's Office,CUMBERLAND
839,245,12,2017,burglary,NJ0060100,NJ,Bridgeton Police Department,CUMBERLAND
840,12,0,2017,burglary,NJ0181300,NJ,Montgomery Township Police Department,SOMERSET
841,77,8,2017,burglary,NJ0181400,NJ,North Plainfield Police Department,SOMERSET
842,7,2,2017,burglary,NJ0181500,NJ,Peapack and Gladstone Police Department,SOMERSET
843,10,1,2017,burglary,NJ0181600,NJ,Raritan Police Department,SOMERSET
844,20,1,2017,burglary,NJ0181800,NJ,Somerville Police Department,SOMERSET
845,4,0,2017,burglary,NJ0181900,NJ,South Bound Brook Police Department,SOMERSET
846,7,2,2017,burglary,NJ0182000,NJ,Warren Township Police Department,SOMERSET
847,26,1,2017,burglary,NJ0182100,NJ,Watchung Police Department,SOMERSET
848,2,0,2017,burglary,NJ018SP00,NJ,State Police: Somerset County,SOMERSET
849,1,1,2017,burglary,NJ0190200,NJ,Andover Township Police Department,SUSSEX
850,13,3,2017,burglary,NJ0190400,NJ,Byram Township Police Department,SUSSEX
851,4,2,2017,burglary,NJ0190600,NJ,Franklin Police Department,SUSSEX
852,1,0,2017,burglary,NJ0190900,NJ,Hamburg Police Department,SUSSEX
853,10,2,2017,burglary,NJ0191100,NJ,Hardyston Township Police Department,SUSSEX
854,9,5,2017,burglary,NJ0191200,NJ,Hopatcong Police Department,SUSSEX
855,10,1,2017,burglary,NJ0191500,NJ,Newton Police Department,SUSSEX
856,0,0,2017,burglary,NJ0191600,NJ,Ogdensburg Police Department,SUSSEX
857,12,5,2017,burglary,NJ0191800,NJ,Sparta Township Police Department,SUSSEX
858,2,0,2017,burglary,NJ0191900,NJ,Stanhope Police Department,SUSSEX
859,51,9,2017,burglary,NJ0192200,NJ,Vernon Township Police Department,SUSSEX
860,45,17,2017,burglary,NJ0110700,NJ,"Lawrence Township, Mercer County Police Department",MERCER
861,0,0,2017,burglary,NJ0110800,NJ,Pennington Police Department,MERCER
862,43,4,2017,burglary,NJ0111000,NJ,Princeton  Police Department,MERCER
863,792,69,2017,burglary,NJ0111100,NJ,Trenton Police Department,MERCER
864,10,0,2017,burglary,NJ0111200,NJ,Robbinsville Township Police Department,MERCER
865,39,6,2017,burglary,NJ0111300,NJ,West Windsor Township Police Department,MERCER
866,7,0,2017,burglary,NJ0111800,NJ,The College of New Jersey,MERCER
867,18,3,2017,burglary,NJ0115000,NJ,Princeton University,MERCER
868,6,0,2017,burglary,NJ011SP00,NJ,State Police: Mercer County,MERCER
869,48,9,2017,burglary,NJ0120100,NJ,Carteret Police Department,MIDDLESEX
870,1,0,2017,burglary,NJ0120200,NJ,Cranbury Township Police Department,MIDDLESEX
871,33,14,2017,burglary,NJ0120300,NJ,Dunellen Police Department,MIDDLESEX
872,87,11,2017,burglary,NJ0120400,NJ,East Brunswick Township Police Department,MIDDLESEX
873,185,29,2017,burglary,NJ0120500,NJ,Edison Township Police Department,MIDDLESEX
874,1,1,2017,burglary,NJ0120600,NJ,Helmetta Police Department,MIDDLESEX
875,23,1,2017,burglary,NJ0120700,NJ,Highland Park Police Department,MIDDLESEX
876,13,6,2017,burglary,NJ0120800,NJ,Jamesburg Police Department,MIDDLESEX
877,77,12,2017,burglary,NJ0120900,NJ,Old Bridge Township Police Department,MIDDLESEX
878,27,2,2017,burglary,NJ0121000,NJ,Metuchen Police Department,MIDDLESEX
879,17,7,2017,burglary,NJ0121100,NJ,Middlesex Police Department,MIDDLESEX
880,11,1,2017,burglary,NJ0030400,NJ,Bordentown Township Police Department,BURLINGTON
881,42,7,2017,burglary,NJ0030500,NJ,Burlington Police Department,BURLINGTON
882,55,6,2017,burglary,NJ0030600,NJ,Burlington Township Police Department,BURLINGTON
883,0,0,2017,burglary,NJ0030700,NJ,Chesterfield Township Police Department,BURLINGTON
884,47,10,2017,burglary,NJ0030800,NJ,Cinnaminson Township Police Department,BURLINGTON
885,22,4,2017,burglary,NJ0030900,NJ,Delanco Township Police Department,BURLINGTON
886,25,1,2017,burglary,NJ0031000,NJ,Delran Township Police Department,BURLINGTON
887,14,0,2017,burglary,NJ0031100,NJ,Eastampton Township Police Department,BURLINGTON
